Location,Crop,Variety,Phenological Stage,Risk Number,Stacked,Stacked Logic,Risk Category,Risk Icon,Risk Type (Internal use for parser development only),Variable,Aggregation,Comparator,Threshold,Variable Unit,Minimum Temporal Recurrence,Rolling Window,Consecutive,Yield Impact Type,Yield Impact (Minimum Recurrence Met/No Recurrence),Yield Impact After Minimum Recurrence (Only valid for case 2),Yield Impact Function Unit,Max Yield Impact,Start Month,Start Day,End Month,End Day,Risk Explanation,Subtitle (column editable),user
"[(Queensland, Australia)]",Broccoli,Default,Flowering,34,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>=,28,°C,3,{},TRUE,continuous,-5%,-5%,°C,-50%,1.0,1.0,2.0,1.0,"3 undefined days of max temperature above or equal to 28°C, Jan 1 to Feb 1.",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"[(Queensland, Australia)]",Broccoli,Default,Whole Season,35,False,{},Extreme Heat,risk_heat_stress,Case 1: Simple Aggregation,mean temperature,average of variable,<,18,°C,{},{},{},continuous,-2%,-1.50%,°C,-15%,9.0,15.0,4.0,1.0,"Average mean temperature below 18°C, Sep 15 to Apr 1.",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"[(Queensland, Australia)]",Broccoli,Default,Harvest,36,False,{},High Precipitation,risk_flood,Case 1: Simple Aggregation,precipitation,total of variable,>,100,mm,{},{},{},discrete,-10%,0%,{},-10%,2.0,1.0,4.0,1.0,"Total precipitation above 100mm, Feb 1 to Apr 1.",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"[(PTW, South Australia)]",Cucumber,default,Growth,37,False,{},High Precipitation,risk_flood,Case 2: Days With Risk,precipitation,total # of days,>=,1,mm,2,{},TRUE,continuous,-10%,-5%,days,-25%,1.0,1.0,12.0,30.0,"2 consecutive days of precipitation above or equal to 1mm, Jan 1 to Dec 30.",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"[(PTW, South Australia)]",Cucumber,default,Growth,38,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>,32,°C,3,{},TRUE,discrete,15%,{},{},15%,1.0,1.0,12.0,30.0,"3 consecutive days of max temperature above 32°C, Jan 1 to Dec 30.",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"[(PTW, South Australia)]",Cucumber,default,Harvest,39,False,{},High Humidity,risk_high_humidity,Case 2: Days With Risk,humidity,total # of days,>=,80,%,3,{},TRUE,continuous,-5%,-5%,days,-25%,1.0,1.0,12.0,30.0,"3 consecutive days of humidity above or equal to 80%, Jan 1 to Dec 30.",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"[(Australia, Victoria)]",Table grapes,default,Dormancy,1,False,{},Low Chill Hours,risk_chill_hours_stress,Case 3: Thresholded Aggregation,chill hours,cumulative thresholded chill hours,<=,250,hours,{},{},{},continuous,0%,-1%,h,-80%,6.0,15.0,8.0,15.0,"Cumulative thresholded chill hours below or equal to 250hours, Jun 15 to Aug 15.",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"[(Australia, Victoria)]",Table grapes,default,Budburst and initial growth,2,False,{},Frost,risk_cold,Case 2: Days With Risk,min temperature,total # of days,<,0,°C,{},{},FALSE,continuous,-10%,-10%,days,-60%,8.0,15.0,10.0,31.0,"1 day of min temperature below 0°C, Aug 15 to Oct 31.",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"[(Australia, Victoria)]",Table grapes,default,Fruiting and Flowering,3,False,{},High Humidity,risk_high_humidity,Case 2: Days With Risk,humidity,average of variable,>,80,%,5,{},TRUE,continuous,-2%,-2%,days,-50%,10.0,15.0,12.0,1.0,"7 consecutive days of humidity above or equal to 80%, Oct 15 to Dec 1.",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"[(Australia, Victoria)]",Table grapes,default,Fruiting and Flowering,4,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>,35,°C,7,{},TRUE,continuous,-2%,-2%,days,-50%,10.0,15.0,12.0,1.0,"7 consecutive days of mean temperature between 28 and 32°C, Oct 15 to Dec 1.",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"[(Australia, Victoria)]",Table grapes,default,Fruiting and Flowering,5,False,{},Cold Stress,risk_cold,Case 2: Days With Risk,max temperature,total # of days,<=,20,°C,5,{},TRUE,discrete,-20%,{},days,-20%,10.0,7.0,11.0,30.0,"5 consecutive days below 20°C, Oct 15 to Nov 30.",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"[(Australia, Victoria)]",Table grapes,default,Flowering,6,False,{},High Precipitation,risk_flood,Case 2: Days With Risk,precipitation,total # of days,>,5,mm,2,{},FALSE,continuous,-5%,-5%,mm,-30%,10.0,15.0,11.0,30.0,"2 consectuive days above 5mm, Oct 15 to Nov 30.",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"[(Australia, Victoria)]",Table grapes,default,"Fruit growth, verasion and pre-harvest",7,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>=,35,°C,1,{},FALSE,continuous,-2%,-2%,days,-30%,11.0,15.0,3.0,31.0,"1 day of max temperature above or equal to 35°C, Nov 15 to Mar 31.",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"[(Australia, Victoria)]",Table grapes,default,Pre-harvest and Harvest,8,False,{},High Precipitation,risk_flood,Case 2: Days With Risk,precipitation,total # of days,>,5,mm,2,{},FALSE,discrete,-10%,-10%,days,-50%,1.0,1.0,5.0,31.0,"2 consecutive days above 5mm, Jan 1 to May 31.",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"[(Australia, Victoria)]",Table grapes,default,Pre-harvest and Harvest,9,False,{},High Precipitation,risk_flood,Case 1: Simple Aggregation,precipitation,total of variable,>=,150,mm,{},{},{},discrete,-50%,{},days,-50%,1.0,1.0,5.0,31.0,"Total precipitation above 150mm, Jan 1 to May 31.",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"[(Australia, New South Wales)]",Table grapes,default,Dormancy,10,False,{},Low Chill Hours,risk_chill_hours_stress,Case 3: Thresholded Aggregation,chill hours,cumulative thresholded chill hours,<=,250,hours,{},{},{},continuous,0%,-1%,h,-80%,6.0,15.0,8.0,15.0,"Cumulative thresholded chill hours below or equal to 250hours, Jun 15 to Aug 15.",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"[(Australia, New South Wales)]",Table grapes,default,Budburst and initial growth,11,False,{},Frost,risk_cold,Case 2: Days With Risk,min temperature,total # of days,<,0,°C,{},{},FALSE,continuous,-10%,-10%,days,-60%,8.0,15.0,10.0,31.0,"1 day of min temperature below 0°C, Aug 15 to Oct 31.",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"[(Australia, New South Wales)]",Table grapes,default,Fruiting and Flowering,12,False,{},High Humidity,risk_high_humidity,Case 2: Days With Risk,humidity,average of variable,>,80,%,5,{},TRUE,continuous,-2%,-2%,days,-50%,10.0,15.0,12.0,1.0,"7 consecutive days of humidity above or equal to 80%, Oct 15 to Dec 1.",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"[(Australia, New South Wales)]",Table grapes,default,Fruiting and Flowering,13,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>,35,°C,7,{},TRUE,continuous,-2%,-2%,days,-50%,10.0,15.0,12.0,1.0,"7 consecutive days of mean temperature between 28 and 32°C, Oct 15 to Dec 1.",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"[(Australia, New South Wales)]",Table grapes,default,Fruiting and Flowering,14,False,{},Cold Stress,risk_cold,Case 2: Days With Risk,max temperature,total # of days,<=,20,°C,5,{},TRUE,discrete,-20%,{},days,-20%,10.0,7.0,11.0,30.0,"5 consecutive days below 20°C, Oct 15 to Nov 30.",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"[(Australia, New South Wales)]",Table grapes,default,Flowering,15,False,{},High Precipitation,risk_flood,Case 2: Days With Risk,precipitation,total # of days,>,5,mm,2,{},FALSE,continuous,-5%,-5%,mm,-30%,10.0,15.0,11.0,30.0,"2 consectuive days above 5mm, Oct 15 to Nov 30.",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"[(Australia, New South Wales)]",Table grapes,default,"Fruit growth, verasion and pre-harvest",16,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>=,35,°C,1,{},FALSE,continuous,-2%,-2%,days,-30%,11.0,15.0,3.0,31.0,"1 day of max temperature above or equal to 35°C, Nov 15 to Mar 31.",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"[(Australia, New South Wales)]",Table grapes,default,Pre-harvest and Harvest,17,False,{},High Precipitation,risk_flood,Case 2: Days With Risk,precipitation,total # of days,>,5,mm,2,{},FALSE,discrete,-10%,-10%,days,-50%,1.0,1.0,5.0,31.0,"2 consectuive days above 5mm, Jan 1 to May 31.",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"[(Australia, New South Wales)]",Table grapes,default,Pre-harvest and Harvest,18,False,{},High Precipitation,risk_flood,Case 1: Simple Aggregation,precipitation,total of variable,>=,150,mm,{},{},{},discrete,-50%,{},days,-50%,1.0,1.0,5.0,31.0,"Total precipitation above 150mm, Jan 1 to May 31.",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"[(Australia, Queensland)]",Table grapes,default,Dormancy,19,False,{},Low Chill Hours,risk_chill_hours_stress,Case 3: Thresholded Aggregation,chill hours,cumulative thresholded chill hours,<=,250,hours,{},{},{},continuous,0%,-1%,h,-80%,5.0,15.0,7.0,15.0,"Cumulative thresholded chill hours below or equal to 250hours, May 15 to Jul 15.",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"[(Australia, Queensland)]",Table grapes,default,Budburst and initial growth,20,False,{},Frost,risk_cold,Case 2: Days With Risk,min temperature,total # of days,<,0,°C,{},{},FALSE,continuous,-10%,-10%,days,-60%,7.0,1.0,8.0,15.0,"1 day of min temperature below 0°C, Jul 1 to Aug 15.",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"[(Australia, Queensland)]",Table grapes,default,Fruiting and Flowering,21,False,{},High Humidity,risk_high_humidity,Case 2: Days With Risk,humidity,average of variable,>,80,%,5,{},TRUE,continuous,-2%,-2%,days,-50%,8.0,15.0,10.0,1.0,"7 consecutive days of humidity above or equal to 80%, Aug 15 to Oct 1.",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"[(Australia, Queensland)]",Table grapes,default,Fruiting and Flowering,22,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>,35,°C,7,{},TRUE,continuous,-2%,-2%,days,-50%,8.0,15.0,10.0,1.0,"7 consecutive days of mean temperature between 28 and 32°C, Aug 15 to Oct 1.",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"[(Australia, Queensland)]",Table grapes,default,Fruiting and Flowering,23,False,{},Cold Stress,risk_cold,Case 2: Days With Risk,max temperature,total # of days,<=,20,°C,5,{},TRUE,discrete,-20%,{},days,-20%,8.0,15.0,10.0,1.0,"5 consecutive days below 20°C, Aug 15 to Oct 1.",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"[(Australia, Queensland)]",Table grapes,default,Flowering,24,False,{},High Precipitation,risk_flood,Case 2: Days With Risk,precipitation,total # of days,>,5,mm,2,{},FALSE,continuous,-5%,-5%,mm,-30%,8.0,15.0,10.0,1.0,"2 consectuive days above 5mm, Aug 15 to Oct 1.",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"[(Australia, Queensland)]",Table grapes,default,"Fruit growth, verasion and pre-harvest",25,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>=,35,°C,1,{},FALSE,continuous,-2%,-2%,days,-30%,9.0,15.0,12.0,31.0,"1 day of max temperature above or equal to 35°C, Sep 15 to Dec 31.",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"[(Australia, Queensland)]",Table grapes,default,Pre-harvest and Harvest,26,False,{},High Precipitation,risk_flood,Case 2: Days With Risk,precipitation,total # of days,>,5,mm,2,{},FALSE,discrete,-10%,-5%,days,-50%,8.0,15.0,12.0,31.0,"2 consectuive days above 5mm, Oct 15 to Dec 31.",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"[(Australia, Queensland)]",Table grapes,default,Pre-harvest and Harvest,27,False,{},High Precipitation,risk_flood,Case 1: Simple Aggregation,precipitation,total of variable,>=,150,mm,{},{},{},discrete,-20%,{},days,-50%,8.0,15.0,12.0,31.0,"Total precipitation above 150mm, Oct 15 to Dec 31.",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"[(Australia, Queensland)]",Table grapes,default,Post-harvest,28,False,{},Low Precipitation,risk_drought,Case 1: Simple Aggregation,precipitation,total of variable,<=,200,mm,{},{},{},discrete,-50%,{},days,-50%,1.0,1.0,4.0,30.0,"Total precipitation below 200mm, Jan 1 to Apr 30.",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"[(PTW, South Australia)]",Tomato,default,Growth,29,False,{},High Precipitation,risk_flood,Case 2: Days With Risk,precipitation,total # of days,>=,1,mm,2,{},TRUE,continuous,-10%,-5%,days,-25%,1.0,1.0,12.0,30.0,"2 consecutive days of precipitation above or equal to 1mm, Jan 1 to Dec 30.",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"[(PTW, South Australia)]",Tomato,default,Harvest,30,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>,32,°C,3,{},TRUE,discrete,-15%,{},{},-15%,1.0,1.0,12.0,30.0,"3 consecutive days of max temperature above 32°C, Jan 1 to Dec 30.",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"[(PTW, South Australia)]",Tomato,default,Harvest,31,False,{},High Humidity,risk_high_humidity,Case 2: Days With Risk,humidity,total # of days,>=,80,%,3,{},TRUE,continuous,-5%,-5%,days,-25%,1.0,1.0,12.0,30.0,"3 consecutive days of humidity above or equal to 80%, Jan 1 to Dec 30.",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"{(Australia, Northern Territory, Darwin)}",Mango,Mangifera foetida,Budburst,41,False,{},Frost,risk_cold,Case 2: Days With Risk,min temperature,total # of days,<,-1,°C,1,{},FALSE,continuous,-20%,-10.0%,days,-60%,6.0,1.0,6.0,30.0,"1 day of minimum temperature below -1°C, for the whole month of June",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"{(Australia, Northern Territory, Darwin)}",Mango,Mangifera foetida,Flowering,42,False,{},Cold Stress,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>,1,°C,1,{},FALSE,continuous,-7%,-7.0%,days,-25%,6.0,1.0,7.0,15.0,"1 day of maximum temperature below 1°C, June to July 15, -7% loss yield per day.",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"{(Australia, Northern Territory, Darwin)}",Mango,Mangifera foetida,Flowering,43,False,{},Low Precipitation,risk_drought,Case 1: Simple Aggregation,precipitation,total of variable,<,400,mm,{},{},FALSE,continuous,-10%,0.4%,mm,-30%,6.0,1.0,7.0,15.0,"Total precipitation below 400mm, significant drought would impact 100% yield/Fruit size, average per year is 800mm",need assistance to fill thiis one out.,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"{(Australia, Northern Territory, Darwin)}",Mango,Mangifera foetida,Growth Season,45,False,{},High Wind Risk,risk_high_wind_speed,Case 2: Days With Risk,wind speed,total # of days,>,60,km/h,1,{},TRUE,continuous,-15%,-2.0%,km/h,-100%,8.0,1.0,10.0,20.0,"1 day of Average wind speed above 60km/h, August-Oct quality is impacted once wind hits 60KM/h -15% for each additional km/h at -1.5% loss.",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"{(Australia, Northern Territory Katherine)}",Mango,Mangifera foetida,Budburst,46,False,{},Frost,risk_cold,Case 2: Days With Risk,min temperature,total # of days,<,-1,°C,1,{},FALSE,continuous,-20%,-10.0%,days,-60%,7.0,1.0,7.0,30.0,"1 day of minimum  temperature below -1°C, for the whole month of July",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"{(Australia, Northern Territory Katherine)}",Mango,Mangifera foetida,Flowering,47,False,{},Cold Stress,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>,1,°C,1,{},FALSE,continuous,-7%,-7.0%,days,-25%,7.0,1.0,8.0,15.0,"1 day of Average max temperature below 1°C, July to mid August",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"{(Australia, Northern Territory Katherine)}",Mango,Mangifera foetida,Flowering,48,False,{},Low Precipitation,risk_drought,Case 1: Simple Aggregation,precipitation,total of variable,<,400,mm,{},{},FALSE,continuous,-10%,0.4%,mm,-30%,7.0,1.0,8.0,7.0,"Total precipitation below 400mm, July 1 to Aug 7.",need assistance to fill thiis one out.,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"{(Australia, Northern Territory Katherine)}",Mango,Mangifera foetida,Growth Season,50,False,{},High Wind Risk,risk_high_wind_speed,Case 2: Days With Risk,wind speed,total # of days,>,60,km/h,1,{},TRUE,continuous,-15%,-2.0%,km/h,-100%,9.0,1.0,11.0,15.0,"1 day of Average wind speed above 60km/h, Sept to Nov, quality impact once wind hits 60km/h -15% for each additional km above that at -1.5% loss.",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"{(Australia, Northern Territory Mataranka)}",Mango,Mangifera foetida,Budburst,51,False,{},Frost,risk_cold,Case 2: Days With Risk,min temperature,total # of days,<,-1,°C,1,{},FALSE,continuous,-20%,-10.0%,days,-60%,7.0,8.0,8.0,7.0,"1 day of Average min temperature below -1°C, for the whole month of July-Aug",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"{(Australia, Northern Territory Mataranka)}",Mango,Mangifera foetida,Flowering,52,False,{},Cold Stress,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>,1,°C,1,{},FALSE,continuous,-7%,-7.0%,days,-25%,7.0,8.0,8.0,22.0,"1 day of Average max temperature below -1°C, July to mid August",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"{(Australia, Northern Territory Mataranka)}",Mango,Mangifera foetida,Flowering,53,False,{},Low Precipitation,risk_drought,Case 1: Simple Aggregation,precipitation,total of variable,<,400,mm,{},{},FALSE,continuous,-10%,0.4%,mm,-30%,7.0,8.0,8.0,22.0,"Total precipitation below 400mm, July-Mid Aug",need assistance to fill thiis one out.,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"{(Australia, Northern Territory Mataranka)}",Mango,Mangifera foetida,Growth Season,55,False,{},High Wind Risk,risk_high_wind_speed,Case 2: Days With Risk,wind speed,total # of days,>,60,km/h,1,{},TRUE,continuous,-15%,-2.0%,km/h,-100%,9.0,8.0,12.0,1.0,"1 day of Average wind speed above 60km/h, sept-dec, quality impact once wind hits 60km/h -15% for each additional km above that at -1.5% loss.",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"{(Australia, Queensland Dimbulah)}",Mango,Mangifera foetida,Budburst,56,False,{},Frost,risk_cold,Case 2: Days With Risk,min temperature,total # of days,<,-1,°C,1,{},FALSE,continuous,-20%,-10.0%,days,-60%,6.0,1.0,8.0,30.0,"1 day of Average min temperature below -1°C, June to August.",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"{(Australia, Queensland Dimbulah)}",Mango,Mangifera foetida,Flowering,57,False,{},Cold Stress,risk_heat_stress,Case 2: Days With Risk,min temperature,total # of days,>,1,°C,1,{},FALSE,continuous,-7%,-7.0%,days,-90%,7.0,1.0,9.0,30.0,"1 day of Average min temperature below 1°C, July to September, -7% loss to yield per day, 14 day pollination window.",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"{(Australia, Queensland Dimbulah)}",Mango,Mangifera foetida,Flowering,58,False,{},Low Precipitation,risk_drought,Case 1: Simple Aggregation,precipitation,total of variable,<,400,mm,{},{},FALSE,continuous,-10%,0.4%,mm,-70%,1.0,1.0,12.0,31.0,"Total precipitation below 400mm, year round, significant drought would impact 100% yield/Fruit size, average per year is 800mm",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"{(Australia, Queensland Dimbulah)}",Mango,Mangifera foetida,Growth Season,60,False,{},High Wind Risk,risk_high_wind_speed,Case 2: Days With Risk,wind speed,total # of days,>,60,km/h,1,{},TRUE,continuous,-15%,-1.5%,km/h,-100%,6.0,1.0,10.0,1.0,"1 day of Average wind speed above 60km/h, June 1 to Oct. quality is impacted once wind hits 60KM/h, -15% for each additional km/h at -1.5% loss.",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
[(Tasmania)],Raspberry,Default,Fruit Development,61,False,{},Low Temperature,risk_cold,Case 1: Simple Aggregation,min temperature,average of variable,<,10,°C,{},{},{},discrete,-15%,{},{},-15%,9.0,1.0,9.0,31.0,"Average min temperature below 10°C, Sep 1 to Sep 31. Lateral growth compromised below 10 Deg C during September",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
[(Tasmania)],Raspberry,default,Fruit Development,62,False,{},Low Temperature,risk_cold,Case 2: Days With Risk,min temperature,average of variable,<=,10,°C,10,{},FALSE,continuous,-20%,-1%,days,-30%,9.0,1.0,9.0,31.0,"10 nonconsecutive days of Average min temperature below or equal to 10°C, Sep 1 to Sep 31. Bee activity limited at temperatures under 10 deg C affecting pollination",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
[(Tasmania)],Raspberry,default,Dormancy,63,False,{},Frost,risk_cold,Case 2: Days With Risk,min temperature,total # of days,<,0,°C,3,{},FALSE,continuous,-20%,-5%,days,-100%,7.0,1.0,8.0,30.0,"3 nonconsecutive days of min temperature below 0°C, Jul 1 to Aug 30. Frost causing plant damage or death during winter dormancy",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
[(Tasmania)],Raspberry,default,Growth & Fruit Development,64,False,{},High Wind Risk,risk_high_wind_speed,Case 1: Simple Aggregation,wind speed,average of variable,>,20,km/h,{},{},{},discrete,-5%,{},{},-5%,1.0,1.0,5.0,30.0,"Average wind speed above 20km/h, Jan 1 to May 30. High winds causing higher transpiration and potential berry damage",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
[(Tasmania)],Raspberry,default,Growth & Fruit Development,164,False,{},High Temperature,risk_heat_stress,Case 1: Simple Aggregation,max temperature,average of variable,>,30,°C,{},{},{},discrete,-15%,{},{},-15%,10.0,16.0,1.0,31.0,"Average max temperature above 30°C, Oct 16 to Jan 31. ",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
[(Tasmania)],Raspberry,default,Dormancy trigger,65,False,{},Low Temperature,risk_cold,Case 2: Days With Risk,max temperature,total # of days,<,5,°C,7,{},TRUE,continuous,-35%,-3%,days,-100%,4.0,1.0,7.0,1.0,"7 consecutive days of max temperature below 5°C, Apr 1 to Jul 1. Low temperautres triggering dormancy and season end",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
[(Tasmania)],Raspberry,default,Harvest,66,False,{},High Temperature,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>=,30,°C,7,{},TRUE,continuous,-20%,-2%,days,-35%,11.0,1.0,2.0,28.0,"7 consecutive days of max temperature above or equal to 30°C, Nov 1 to Feb 28. High temperatures causing smaller fruit size ",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
[(Queensland)],Raspberry,default,Fruit Development & Harvest,67,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>=,35,°C,5,{},TRUE,continuous,-10%,-1%,days,-20%,2.0,1.0,12.0,31.0,"5 consecutive days of max temperature above or equal to 35°C, Feb 1 to Dec 31. Small fruit lower yield as a result and poorer quality",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
[(Queensland)],Raspberry,default,Growth & Fruit Development,68,False,{},Plant growth,risk_cold,Case 1: Simple Aggregation,min temperature,average of variable,<,13,°C,{},{},{},discrete,-5%,{},{},-5%,2.0,1.0,12.0,31.0,"Average min temperature below 13°C, Feb 1 to Dec 31. Harvest timing affecting sale price",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
[(Queensland)],Raspberry,default,Flowering,69,False,{},Low temperature at flowering,risk_cold,Case 2: Days With Risk,min temperature,total # of days,<,8,°C,7,{},TRUE,continuous,-10%,-1%,days,-20%,2.0,1.0,12.0,31.0,"7 consecutive days of min temperature below 8°C, Feb 1 to Dec 31. Plant vigor reduced lower fruit numbers and lower yield",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
[(Queensland)],Raspberry,default,Fruit Development & Harvest,70,False,{},High Wind Risk,risk_high_wind_speed,Case 2: Days With Risk,wind speed,total # of days,>,10,km/h,5,{},TRUE,continuous,-10%,-1%,days,-20%,2.0,1.0,12.0,31.0,"5 consecutive days of wind speed above 10km/h, Feb 1 to Dec 31. Soft fruit impacting quality",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
[(Queensland)],Raspberry,default,Fruit Development & Harvest,71,False,{},Humidity above 95%,risk_high_humidity,Case 2: Days With Risk,humidity,total # of days,>,95,%,3,{},TRUE,continuous,-10%,-3%,days,-30%,2.0,1.0,12.0,31.0,"3 consecutive days of humidity above 95%, Feb 1 to Dec 31. Fungal disease at flowering and mainly cladosporium at harvest cause quality issues. ",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
[(Queensland)],Raspberry,default,Fruit Development & Harvest,72,False,{},Humidity below 30%,risk_low_humidity,Case 2: Days With Risk,humidity,total # of days,<,30,%,1,{},TRUE,continuous,-1%,-1%,days,-10%,2.0,1.0,12.0,31.0,"1 day of humidity below 30%, Feb 1 to Dec 31. Plant growth affected by nutrient uptake",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"[(Tasmania, Australia)]",Blueberry,Northern Highbush,Plant Establishment,81,False,{},Low Chill Hours,risk_cold,Case 1: Simple Aggregation,chill hours,total of variable,<,800,hours,3,{},TRUE,continuous,-5%,-2%,days,-40%,7.0,1.0,10.0,1.0,800 chill hours required during dormancy,,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"[(Tasmania, Australia)]",Blueberry,Northern Highbush,Flowering,82,False,{},Cold Stress,risk_cold,Case 2: Days With Risk,max temperature,total # of days,<,12,°C,3,{},TRUE,continuous,-5%,-2%,days,-20%,9.0,1.0,11.0,1.0,Continuous days of temperatures below 10 deg C inhibiting bee activity during flowering,,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"[(Tasmania, Australia)]",Blueberry,Northern Highbush,Plant Establishment,83,False,{},Frost,risk_cold,Case 2: Days With Risk,min temperature,total # of days,<,0,°C,1,{},TRUE,continuous,-5%,-2%,days,-100%,5.0,1.0,6.0,1.0,Frost causing plant growth reduction or death of plant,,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"[(Tasmania, Australia)]",Blueberry,Northern Highbush,Flower Bud Initiation,84,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>,30,°C,3,{},TRUE,continuous,-10%,-5%,days,-30%,3.0,1.0,4.0,15.0,Accumilative Chill below the 800 hours will reduce bud brake and flower quantities.. Warmer winters,,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
"[(Tasmania, Australia)]",Blueberry,Northern Highbush,Flowering,86,False,{},Killing Risk - Frost,risk_cold,Case 2: Days With Risk,min temperature,total # of days,<,-6,°C,2,{},TRUE,continuous,-15%,-5%,days,-50%,4.0,15.0,9.0,15.0,"2 consecutive days of min temperature below -6°C, Apr 15 to Nov 30",,zMbVDVaPE7R6qYuQnSuCAtKLC8U2
